average price,total_guests,total_nights,room type,type of meal,market segment type,month,year,booking status
99.45,2,5,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Online,8.0,2018.0,Canceled
130.0,3,3,Room_Type 4,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,5.0,2018.0,Not_Canceled
75.0,2,2,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
132.9,3,3,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
120.0,1,2,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
79.2,2,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Canceled
159.3,3,3,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
130.0,1,2,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
90.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
140.4,2,2,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
75.0,2,1,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Online,7.0,2017.0,Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Online,7.0,2017.0,Canceled
75.0,1,1,Room_Type 1,Meal Plan 1,Corporate,12.0,2017.0,Not_Canceled
75.0,2,3,Room_Type 4,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
76.67,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
126.0,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
85.5,2,2,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
140.7,2,3,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
103.7,2,4,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
142.0,1,1,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
103.7,3,7,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
110.0,1,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
75.0,2,3,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
137.7,3,2,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
87.3,2,1,Room_Type 1,Not Selected,Online,9.0,2018.0,Not_Canceled
0.0,1,2,Room_Type 1,Meal Plan 1,Complementary,8.0,2018.0,Not_Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Not_Canceled
97.0,2,1,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
150.3,3,2,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
82.45,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
103.0,1,1,Room_Type 4,Meal Plan 1,Corporate,7.0,2018.0,Not_Canceled
145.0,1,8,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
145.0,1,2,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
134.85,2,4,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
168.25,3,2,Room_Type 6,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
60.0,1,3,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
76.0,2,4,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
63.5,2,3,Room_Type 1,Meal Plan 1,Offline,8.0,2017.0,Not_Canceled
95.0,2,2,Room_Type 1,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
90.95,2,4,Room_Type 4,Meal Plan 1,Offline,9.0,2018.0,Not_Canceled
98.4,2,2,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
135.9,2,1,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
130.0,2,2,Room_Type 4,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
81.9,2,1,Room_Type 4,Meal Plan 1,Online,11.0,2017.0,Not_Canceled
78.85,3,5,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
141.3,2,5,Room_Type 1,Meal Plan 2,Online,6.0,2018.0,Canceled
70.0,2,2,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
170.1,2,5,Room_Type 1,Meal Plan 2,Online,8.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Online,10.0,2018.0,Canceled
199.0,4,5,Room_Type 6,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
82.45,2,4,Room_Type 4,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
192.86,4,3,Room_Type 7,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
185.0,2,4,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
68.07,2,8,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
118.8,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
104.4,2,2,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
71.1,2,4,Room_Type 1,Not Selected,Online,3.0,2018.0,Canceled
95.0,2,3,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
116.62,2,15,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Canceled
136.0,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
147.9,4,4,Room_Type 6,Meal Plan 1,Online,12.0,2018.0,Canceled
123.7,2,2,Room_Type 1,Not Selected,Offline,9.0,2018.0,Not_Canceled
135.9,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Not_Canceled
186.0,3,3,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
115.6,3,4,Room_Type 4,Meal Plan 1,Online,12.0,2018.0,Canceled
221.0,4,1,Room_Type 6,Meal Plan 1,Online,5.0,2018.0,Canceled
65.0,1,3,Room_Type 1,Meal Plan 1,Corporate,9.0,2017.0,Not_Canceled
80.0,1,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
73.83,3,5,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
67.0,1,1,Room_Type 1,Meal Plan 1,Corporate,10.0,2018.0,Not_Canceled
80.3,2,2,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
85.0,2,3,Room_Type 1,Not Selected,Offline,4.0,2018.0,Not_Canceled
152.1,3,5,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
89.25,2,2,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
110.0,1,4,Room_Type 1,Meal Plan 2,Offline,9.0,2018.0,Not_Canceled
95.0,2,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
79.0,2,1,Room_Type 1,Not Selected,Online,3.0,2018.0,Not_Canceled
80.0,2,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
102.85,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
90.0,2,3,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
62.37,2,3,Room_Type 2,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
98.0,2,1,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
117.67,2,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Canceled
141.0,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
156.61,3,4,Room_Type 6,Meal Plan 1,Online,12.0,2018.0,Canceled
152.1,3,3,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Canceled
105.3,2,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
119.85,2,4,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
97.2,2,2,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
116.1,1,1,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
150.45,3,4,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Canceled
71.0,1,1,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
0.0,1,1,Room_Type 1,Meal Plan 1,Complementary,6.0,2018.0,Not_Canceled
60.0,2,3,Room_Type 4,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
89.0,1,1,Room_Type 1,Meal Plan 1,Corporate,4.0,2018.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Online,10.0,2018.0,Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Offline,5.0,2018.0,Not_Canceled
75.9,2,4,Room_Type 1,Not Selected,Online,11.0,2018.0,Canceled
65.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
104.55,2,4,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
115.0,1,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
187.0,3,2,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Canceled
115.0,1,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
84.43,2,4,Room_Type 1,Not Selected,Online,9.0,2018.0,Canceled
90.95,2,5,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
208.0,2,4,Room_Type 4,Meal Plan 2,Online,3.0,2018.0,Not_Canceled
97.18,2,6,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
79.11,1,4,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Not_Canceled
0.0,2,2,Room_Type 1,Meal Plan 1,Complementary,5.0,2018.0,Not_Canceled
120.0,2,1,Room_Type 4,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
126.0,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
91.0,2,2,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
137.0,2,5,Room_Type 1,Meal Plan 2,Online,9.0,2018.0,Canceled
67.32,2,4,Room_Type 1,Meal Plan 1,Offline,3.0,2018.0,Not_Canceled
81.62,2,1,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
123.66,3,4,Room_Type 4,Meal Plan 2,Online,10.0,2018.0,Not_Canceled
94.5,2,3,Room_Type 1,Not Selected,Online,8.0,2018.0,Not_Canceled
96.3,2,5,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
88.01,2,3,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
81.9,2,4,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
119.85,2,4,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
83.5,1,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
67.0,1,1,Room_Type 1,Meal Plan 1,Corporate,4.0,2018.0,Not_Canceled
156.0,2,4,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
85.0,2,1,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
126.75,2,8,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Online,6.0,2018.0,Canceled
107.1,2,3,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
120.0,1,1,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
93.6,2,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
120.0,2,1,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
90.0,1,1,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
137.0,2,5,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
106.43,3,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
87.78,1,3,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
101.5,2,2,Room_Type 1,Meal Plan 2,Offline,9.0,2017.0,Not_Canceled
85.5,2,1,Room_Type 1,Not Selected,Online,6.0,2018.0,Canceled
95.0,1,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
103.7,2,4,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
65.0,1,1,Room_Type 1,Meal Plan 1,Corporate,8.0,2017.0,Not_Canceled
100.12,2,8,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Canceled
156.25,2,4,Room_Type 1,Meal Plan 2,Online,4.0,2018.0,Not_Canceled
101.0,2,3,Room_Type 1,Meal Plan 2,Online,5.0,2018.0,Canceled
161.1,2,4,Room_Type 1,Meal Plan 2,Online,7.0,2018.0,Not_Canceled
83.8,2,4,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
168.0,3,1,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
58.0,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
94.5,2,3,Room_Type 1,Meal Plan 2,Offline,8.0,2017.0,Not_Canceled
96.3,2,4,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
76.5,2,1,Room_Type 1,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
78.0,2,5,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
112.59,2,2,Room_Type 1,Not Selected,Online,9.0,2018.0,Canceled
187.04,4,3,Room_Type 7,Meal Plan 1,Online,6.0,2018.0,Canceled
169.0,2,1,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
46.63,2,10,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
100.0,2,3,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
85.5,2,3,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
130.0,1,2,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
146.7,3,4,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
73.0,1,2,Room_Type 1,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
143.22,3,4,Room_Type 6,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
89.25,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
85.0,2,1,Room_Type 1,Not Selected,Offline,9.0,2018.0,Not_Canceled
6.5,2,2,Room_Type 1,Meal Plan 1,Complementary,2.0,2018.0,Not_Canceled
83.03,4,1,Room_Type 2,Meal Plan 1,Online,3.0,2018.0,Canceled
91.0,2,4,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
80.75,2,4,Room_Type 1,Not Selected,Online,4.0,2018.0,Not_Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Canceled
105.0,2,3,Room_Type 1,Meal Plan 1,Offline,10.0,2018.0,Not_Canceled
109.81,2,7,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
70.88,2,4,Room_Type 4,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
83.6,1,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
60.0,1,3,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Canceled
130.0,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
95.0,1,2,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
104.0,2,1,Room_Type 1,Meal Plan 2,Offline,4.0,2018.0,Not_Canceled
62.0,2,3,Room_Type 4,Meal Plan 1,Offline,2.0,2018.0,Not_Canceled
95.0,2,3,Room_Type 2,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
145.0,1,3,Room_Type 4,Meal Plan 2,Online,2.0,2018.0,Not_Canceled
95.0,1,1,Room_Type 1,Meal Plan 1,Corporate,10.0,2018.0,Not_Canceled
95.0,1,2,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
80.75,2,6,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
142.2,3,4,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
128.7,3,5,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
90.95,2,5,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
93.6,2,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Not_Canceled
60.0,2,3,Room_Type 4,Meal Plan 1,Offline,11.0,2017.0,Not_Canceled
90.0,1,3,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
95.4,2,3,Room_Type 1,Not Selected,Online,12.0,2017.0,Not_Canceled
160.0,2,2,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
104.1,2,3,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
104.0,2,1,Room_Type 1,Meal Plan 2,Offline,4.0,2018.0,Not_Canceled
109.0,2,4,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
93.78,2,6,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Canceled
95.0,1,2,Room_Type 1,Meal Plan 1,Corporate,10.0,2017.0,Not_Canceled
140.0,1,1,Room_Type 1,Not Selected,Online,10.0,2018.0,Not_Canceled
87.0,2,4,Room_Type 1,Meal Plan 1,Online,12.0,2017.0,Not_Canceled
85.85,1,3,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
99.45,2,4,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
120.28,2,4,Room_Type 4,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
120.0,1,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
77.77,2,2,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
120.0,1,3,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
116.1,2,1,Room_Type 1,Not Selected,Online,6.0,2018.0,Not_Canceled
189.0,3,1,Room_Type 4,Meal Plan 2,Online,7.0,2018.0,Canceled
152.67,2,3,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Canceled
66.31,2,5,Room_Type 1,Meal Plan 1,Online,2.0,2018.0,Not_Canceled
95.0,1,1,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
122.0,3,3,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Canceled
58.0,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
89.89,2,4,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
156.0,2,2,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
99.45,2,4,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
172.8,3,2,Room_Type 6,Meal Plan 1,Online,8.0,2018.0,Canceled
98.56,2,4,Room_Type 1,Not Selected,Online,8.0,2018.0,Not_Canceled
71.1,1,1,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
128.06,1,21,Room_Type 4,Meal Plan 1,Online,3.0,2018.0,Canceled
0.0,1,1,Room_Type 1,Meal Plan 1,Complementary,11.0,2018.0,Not_Canceled
106.0,3,1,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
130.61,2,4,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Canceled
105.74,2,5,Room_Type 1,Not Selected,Online,6.0,2018.0,Not_Canceled
136.0,2,2,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
120.0,2,1,Room_Type 1,Meal Plan 1,Offline,6.0,2018.0,Not_Canceled
74.8,2,4,Room_Type 1,Not Selected,Online,12.0,2018.0,Not_Canceled
112.0,2,2,Room_Type 1,Meal Plan 2,Online,6.0,2018.0,Canceled
121.5,3,1,Room_Type 1,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
70.0,2,4,Room_Type 1,Meal Plan 1,Offline,10.0,2017.0,Not_Canceled
75.0,1,1,Room_Type 1,Meal Plan 1,Offline,11.0,2018.0,Not_Canceled
54.0,2,1,Room_Type 1,Meal Plan 1,Offline,1.0,2018.0,Not_Canceled
100.0,2,3,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Canceled
0.0,1,1,Room_Type 4,Meal Plan 1,Complementary,4.0,2018.0,Not_Canceled
186.22,3,13,Room_Type 6,Meal Plan 1,Online,11.0,2018.0,Canceled
79.2,2,2,Room_Type 1,Not Selected,Online,11.0,2018.0,Not_Canceled
103.0,2,2,Room_Type 1,Meal Plan 1,Online,3.0,2018.0,Not_Canceled
185.0,2,4,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
135.0,2,2,Room_Type 1,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
115.0,2,2,Room_Type 1,Meal Plan 2,Online,10.0,2018.0,Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Online,7.0,2017.0,Canceled
104.0,2,1,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Canceled
130.05,3,7,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
100.3,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Canceled
130.0,1,2,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Offline,10.0,2017.0,Not_Canceled
139.5,2,4,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Canceled
66.0,1,1,Room_Type 1,Meal Plan 1,Corporate,2.0,2018.0,Not_Canceled
106.88,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
149.4,2,4,Room_Type 4,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
109.35,1,2,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
89.0,2,3,Room_Type 1,Meal Plan 1,Online,11.0,2018.0,Canceled
115.0,1,3,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
85.5,1,1,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
90.95,2,2,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
117.55,2,3,Room_Type 4,Meal Plan 1,Online,7.0,2018.0,Not_Canceled
108.0,2,1,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
139.5,2,3,Room_Type 4,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
129.88,2,3,Room_Type 5,Meal Plan 1,Online,9.0,2018.0,Canceled
67.0,2,5,Room_Type 1,Meal Plan 1,Offline,12.0,2017.0,Not_Canceled
129.0,2,2,Room_Type 1,Not Selected,Online,10.0,2018.0,Canceled
79.53,2,7,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
72.25,2,4,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
80.0,1,2,Room_Type 1,Meal Plan 2,Offline,7.0,2017.0,Not_Canceled
119.85,2,7,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
117.0,1,3,Room_Type 1,Meal Plan 1,Online,11.0,2017.0,Not_Canceled
29.0,2,4,Room_Type 4,Meal Plan 2,Complementary,9.0,2017.0,Not_Canceled
118.8,2,4,Room_Type 1,Meal Plan 1,Online,9.0,2018.0,Not_Canceled
192.03,2,2,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
168.3,3,1,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
72.76,2,1,Room_Type 1,Not Selected,Online,5.0,2018.0,Not_Canceled
68.0,2,3,Room_Type 1,Meal Plan 1,Offline,12.0,2018.0,Not_Canceled
89.0,2,4,Room_Type 1,Meal Plan 1,Online,1.0,2018.0,Not_Canceled
124.46,2,7,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
70.33,1,3,Room_Type 1,Meal Plan 1,Corporate,3.0,2018.0,Not_Canceled
170.1,3,5,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
75.0,2,2,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
125.25,2,3,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
55.9,2,10,Room_Type 1,Meal Plan 1,Online,7.0,2017.0,Not_Canceled
126.9,2,3,Room_Type 1,Meal Plan 1,Online,6.0,2018.0,Canceled
79.0,2,2,Room_Type 1,Not Selected,Online,2.0,2018.0,Canceled
94.35,2,5,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
109.0,2,2,Room_Type 1,Meal Plan 2,Online,6.0,2018.0,Canceled
112.2,2,5,Room_Type 4,Meal Plan 1,Online,4.0,2018.0,Not_Canceled
109.0,1,1,Room_Type 1,Meal Plan 1,Corporate,10.0,2017.0,Not_Canceled
65.0,1,2,Room_Type 1,Meal Plan 1,Corporate,9.0,2018.0,Not_Canceled
90.0,2,4,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
85.0,2,3,Room_Type 1,Meal Plan 1,Offline,7.0,2018.0,Not_Canceled
168.73,2,4,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
100.38,2,4,Room_Type 1,Meal Plan 1,Online,12.0,2018.0,Not_Canceled
99.45,2,7,Room_Type 1,Meal Plan 1,Online,7.0,2018.0,Canceled
160.0,2,1,Room_Type 1,Meal Plan 1,Corporate,9.0,2018.0,Not_Canceled
126.0,2,3,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Not_Canceled
96.9,3,3,Room_Type 1,Meal Plan 1,Offline,8.0,2018.0,Not_Canceled
95.0,4,6,Room_Type 2,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
94.5,2,3,Room_Type 1,Meal Plan 1,Online,9.0,2017.0,Not_Canceled
98.8,1,2,Room_Type 1,Meal Plan 1,Offline,9.0,2017.0,Not_Canceled
100.5,2,3,Room_Type 1,Not Selected,Online,7.0,2018.0,Not_Canceled
0.0,2,1,Room_Type 7,Meal Plan 2,Complementary,6.0,2018.0,Not_Canceled
80.75,2,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
104.0,2,1,Room_Type 1,Meal Plan 2,Offline,4.0,2018.0,Not_Canceled
89.75,2,3,Room_Type 1,Meal Plan 1,Offline,4.0,2018.0,Not_Canceled
156.0,4,2,Room_Type 6,Meal Plan 1,Online,8.0,2017.0,Not_Canceled
136.0,2,2,Room_Type 4,Meal Plan 1,Online,6.0,2018.0,Not_Canceled
85.0,2,2,Room_Type 1,Meal Plan 1,Corporate,12.0,2018.0,Not_Canceled
87.54,2,4,Room_Type 4,Meal Plan 1,Online,10.0,2017.0,Not_Canceled
100.0,2,2,Room_Type 1,Meal Plan 1,Corporate,9.0,2017.0,Not_Canceled
108.9,2,4,Room_Type 1,Meal Plan 1,Online,10.0,2018.0,Canceled
107.1,2,3,Room_Type 1,Not Selected,Online,6.0,2018.0,Not_Canceled
80.0,2,3,Room_Type 1,Meal Plan 1,Online,4.0,2018.0,Canceled
90.0,2,3,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Canceled
105.3,2,2,Room_Type 1,Meal Plan 1,Online,5.0,2018.0,Not_Canceled
80.0,2,1,Room_Type 1,Not Selected,Online,2.0,2018.0,Not_Canceled
142.2,2,2,Room_Type 4,Meal Plan 1,Online,8.0,2018.0,Not_Canceled
